ticker,salary,bonus,stock_awards,option_awards,non_equity_comp,pension_change,other_comp
TLS,600000,0,0,0,600000,0,49826
USIO,633462,0,577500,0,0,0,34075
UFI,775000,0,387500,0,0,0,82210
ELEV,590302,0,0,346579,294590,0,12385
FBNC,525000,0,585000,0,60000,0,72921
PXLW,443635,0,625500,0,172992,0,0
VFF,1007538,0,0,82440,0,0,30687
HNNA,350000,0,133763,0,683683,0,72403
FFIN,1171875,0,0,0,0,45583,22350
IKNA,569000,227600,0,429946,0,0,14094
CORR,450000,0,475000,0,300000,0,13200
CENQ,491375,0,0,742361,0,0,0
ATHN,576923,0,413999,0,174000,0,68200
ULH,601950,378000,252007,0,0,0,133
TREE,750000,0,0,0,468750,0,12058
OB,430000,0,542250,0,255936,0,0
BARK,519231,0,0,708561,0,0,0
NFBK,723693,0,384972,0,0,0,119115
CZNC,575000,0,132301,0,146168,0,372118
CULP,500000,0,282049,0,332000,4281,104444
SYBX,612981,0,0,312723,286569,0,9900
DARE,495000,0,0,713908,0,0,13200
CLBR,283311,18956,834900,0,0,0,82811
LIVE,446749,681832,0,0,0,0,90044
ZYXI,650000,0,225065,0,304688,0,38142
EFTR,594700,0,0,343544,237880,0,41381
VRPX,445000,0,0,60000,0,0,711000
BCTX,736555,0,123072,307137,48750,0,0
DMAC,562000,0,0,396553,239958,0,16650
SCYX,565000,0,171600,175081,265000,0,38029
CAPL,500000,0,249997,0,371256,0,93132
HEAR,390000,0,460658,0,313746,0,49078
ATXI,400000,0,0,800000,0,0,13200
ACRX,655636,0,34320,162662,346176,0,13200
IMUX,585042,0,0,341880,284917,0,0
SMMF,580375,0,0,253591,324703,0,50200
OBNK,600000,0,299996,0,278006,0,30527
PAYS,950000,254365,0,0,0,0,3294
EVOK,595000,446250,0,94500,0,0,71309
ARKR,1054156,150000,0,0,0,0,0
HLXA,586333,589819,0,0,0,0,22063
YOU,550000,0,0,0,646745,0,0
FIVN,585000,0,0,0,610211,0,0
FATH,362885,0,211524,396612,88542,0,132824
TUSK,700000,480000,0,0,0,0,9900
KTRA,589600,178380,255923,160460,0,0,0
FMBH,520000,0,287456,0,346112,0,30538
LTBR,547279,87273,284947,0,232727,0,30
CBFV,449221,300000,193107,94641,88265,0,56903
BMTX,350000,175175,645500,0,0,0,8100
TLYS,1007692,0,0,0,0,0,170067
TELL,1050000,0,0,0,0,0,126362
CCNE,623000,0,199991,0,54513,240157,57749
LABP,612667,0,0,129995,422740,0,9900
SCCO,436857,98874,0,0,0,0,635385
BBI,333200,88200,132000,0,0,0,616150
CPIX,675000,275000,0,197000,0,0,22530
BOXL,400000,364183,334250,70460,0,0,0
MGYR,522789,360000,0,0,0,0,284901
BXMT,0,0,1167400,0,0,0,0
LNSR,541100,0,58793,133723,418695,0,14500
SRZN,580320,0,0,339930,245000,0,0
APPN,1000000,0,0,0,150000,0,13566
FPI,375000,171875,494993,0,103125,0,17830
DXYN,625000,505502,0,25192,0,0,5050
CDXC,500000,0,0,391249,268221,0,736
FMNB,610722,0,256324,0,213332,0,78936
ATER,314403,0,834059,0,0,0,8680
IBRX,796000,298500,0,0,0,0,62403
FIAC,250000,0,906863,0,0,0,0
SMP,720000,0,100200,0,219006,0,117272
CCSI,750000,0,0,0,372529,0,33922
APT,657000,286000,211500,0,0,0,0
FRHC,1048015,0,0,0,0,0,106284
SPFI,400000,160000,124986,139993,240000,0,88333
RVP,1139550,0,0,0,0,0,9900
CALM,370826,487122,154401,0,0,10889,126189
OPBK,562185,0,0,0,557300,0,27778
VRME,162000,0,983319,0,0,0,0
SGU,466000,0,0,0,564300,0,112205
BATL,125000,0,0,0,0,0,1017100
ITI,445000,0,218504,247386,212461,0,18128
CRBP,598850,283855,0,229842,0,0,25075
CTBI,653538,0,144912,0,302438,0,36120
ARMP,251563,0,478000,397477,0,0,6891
URG,438989,455372,71214,160041,0,0,8229
SENEA,748334,0,0,0,374167,0,10105
PTSI,616085,150000,366145,0,0,0,0
HOOK,567451,0,0,282088,280888,0,0
IMMX,446000,0,0,460881,223000,0,0
BMRC,558752,109401,272031,0,0,0,189624
BCLI,441667,250000,250012,0,0,0,187116
IBCP,568000,0,318106,0,170587,0,65427
PAY,350000,757350,0,0,0,0,13838
ESSA,560827,0,100000,0,387552,0,72120
SSNT,1120092,0,0,0,0,0,0
CBNK,603750,175000,175000,126059,0,0,38984
CVV,388600,0,0,699990,0,0,19522
PFC,617077,0,309590,0,119340,0,61719
SEAS,450000,37969,337451,270746,2632,0,7733
ONTX,660288,232502,50613,131662,0,0,26339
ARI,0,0,1099999,0,0,0,0
IDN,400000,484487,0,211763,0,0,2500
HDSN,678408,0,0,119000,221000,0,76816
PTON,1076923,0,0,0,0,0,17708
TCX,444275,383666,0,53815,0,0,210815
PGNY,500000,0,0,0,580000,0,13512
JRSH,490367,0,0,0,0,0,596875
SMBK,568685,0,315000,0,134935,0,68318
NXTD,500000,375000,181040,0,0,0,29669
BW,750000,333333,0,0,0,0,0
MRTN,744654,0,329746,0,0,0,8836
NEXI,675102,285450,0,93537,0,0,28727
AIM,850000,0,0,128112,0,0,103189
CVLY,523985,0,180276,0,256236,0,120465
CFBK,500000,0,356249,0,192867,0,31380
ALOT,457193,0,583647,0,0,0,39068
KSCP,493346,0,0,586031,0,0,0
TCON,632343,0,0,432032,0,0,14258
XELB,888500,187731,0,0,0,0,1890
IDT,495000,580425,0,0,0,0,0
KRUS,431379,196988,252875,193375,0,0,0
GHM,400000,0,400000,0,238000,0,36557
RBB,619026,0,159731,0,217465,0,73756
CLFD,425000,0,615600,0,0,0,21262
NVTS,541669,0,504970,0,0,0,13362
ALPA,146094,0,0,911441,0,0,0
OUST,324999,0,368400,0,354871,0,8692
CLSN,658080,0,0,107775,274959,0,15000
NVEC,400000,0,0,26082,616108,0,13290
RMTI,565865,0,75987,73518,330000,0,8799
RGCO,422576,0,321300,0,220626,10673,78866
PCYO,525000,525000,0,0,0,0,2500
QSI,575000,75000,0,0,402500,0,0
DJCO,490000,560000,0,0,0,0,0
SSKN,461113,0,0,102225,284537,0,201338
USAP,371430,0,250137,0,410258,2418,11440
DOCN,514000,0,0,0,514000,0,16885
NXTC,571875,0,0,346238,106400,0,20114
EYES,597683,0,93000,342000,0,0,11938
DYAI,568932,279345,0,169876,0,0,26091
BYFC,577500,0,275000,0,114883,0,75876
EVBN,579577,0,169926,0,202825,17110,72050
FBRT,0,0,1039506,0,0,0,0
RNLX,601271,0,0,0,405675,0,29375
AWH,500000,0,0,392074,112500,0,31016
STTK,525000,0,0,241523,262500,0,5385
PJT,1000000,0,0,0,0,0,29620
CYN,500000,300000,0,228456,0,0,0
CVM,637157,0,19200,305977,0,0,65631
PBFS,706072,104704,0,0,195449,0,21306
VOXX,903846,0,0,0,85952,0,37534
KREF,0,0,1027088,0,0,0,0
FPAY,436923,30200,0,503293,0,0,54448
ACXP,475000,193978,0,0,0,0,354900
VNCE,800000,0,0,0,0,0,222341
RDI,618000,0,400000,0,0,0,0
TXMD,476,176535,358400,0,0,0,8420
FEMY,500000,270000,214751,0,0,0,34674
TLIS,551250,0,0,166969,146250,0,154862
MRBK,537000,250000,0,46800,0,0,185276
GROY,479794,0,538403,0,0,0,0
SFBC,515000,16052,32104,20394,211051,0,222357
CACC,1000000,0,0,0,0,0,16500
HBT,514301,0,187258,0,274958,0,38948
IBEX,600000,0,0,0,398876,0,16570
HTLD,980577,0,0,0,0,0,31906
SNSE,532167,0,30459,99554,285743,0,64366
EXPE,1000000,0,0,0,0,0,9900
PPTA,283607,0,553933,0,158966,0,11388
CIVB,539615,0,179716,0,170950,67068,48779
VABK,500000,150000,274932,0,0,0,80830
NUTX,992077,0,0,0,0,0,13634
ACHR,600000,0,0,0,393750,0,10000
VTNR,521116,202000,0,228000,0,0,51922
SMSI,460417,50000,393017,0,90056,0,9500
INDP,565000,0,0,134221,223175,0,78853
AIKI,500000,500000,0,0,0,0,0
PMT,0,0,999987,0,0,0,0
KAVL,300000,0,0,699941,0,0,0
SD,343269,0,162500,261260,186365,0,46067
BBCP,576885,0,0,0,359695,0,61426
HNRG,615000,184800,0,0,184800,0,13200
ACOR,625000,0,0,98928,262500,0,9900
ARTL,485417,251203,0,251644,0,0,5831
NVVE,218333,92813,650804,14017,0,0,18000
DNAY,618000,0,79182,292980,0,0,3612
NMTC,506655,0,145485,84090,253328,0,0
AVDL,600000,0,0,0,360000,0,25200
BCBP,585000,0,0,0,0,350000,49444
EGAN,250000,0,0,646295,85000,0,2360
LOCO,348901,75000,325000,125000,80702,0,28758
OFLX,514875,0,90024,0,345000,0,33154
RVLV,451236,0,499978,0,0,0,29402
PATI,404344,0,0,0,515612,0,59058
FLGC,433615,0,495000,0,0,0,48120
UI,0,0,0,0,0,0,976546
CHWA,386538,0,587500,0,464142,0,2000
RZLT,534112,416068,0,0,0,0,23466
EQS,508255,298796,0,0,0,0,165235
IZEA,352112,0,557165,0,56011,0,2064
USEG,319500,225000,375000,0,0,0,46919
KEQU,384375,0,225000,0,319583,0,36727
GLTO,505741,181600,0,277774,0,0,0
AEZS,324097,0,0,0,46543,593905,0
PAYO,475000,475000,0,0,0,0,13200
RKLB,500000,462714,0,0,0,0,0
FRSH,500000,0,0,0,461644,0,540
HBCP,484616,0,105175,0,245000,0,126544
OESX,361695,0,544407,0,0,0,52897
INOD,500000,450000,0,0,0,0,8698
WRLD,840000,0,0,0,0,78320,38268
MOTS,428333,256500,0,79254,0,0,192266
QNRX,602250,0,0,292263,0,0,59550
PAVM,913000,0,0,0,0,0,40200
SWKH,408077,525269,0,0,0,0,19800
LUMO,582624,0,15840,82677,224311,0,47417
ONTF,520000,419265,0,0,0,0,12085
AFIB,491667,140000,190350,127494,0,0,1575
PROV,540742,0,97125,0,280748,0,32439
KOPN,450000,150000,340545,0,0,0,10357
GLBL,600000,0,333379,0,0,0,16500
AROW,502308,0,0,40100,215625,151195,34304
BIRD,382693,172211,0,0,375000,0,12792
DC,305833,186000,337500,112500,0,0,0
CALB,526042,300000,30022,60820,0,0,23382
ALGT,187500,750000,0,0,0,0,0
RNXT,520000,69376,0,349739,0,0,0
CWBC,525000,300000,0,0,0,0,110253
CVCY,509615,0,131246,0,209882,5779,77464
RRBI,524300,325000,48110,0,0,0,35031
XGN,525000,76125,0,0,317625,0,13200
CRMT,750000,0,0,0,120000,0,58554
LAKE,425000,0,425000,0,67111,0,10709
PFIS,472420,0,223175,0,61950,6996,162532
APTO,623077,0,99000,174691,0,0,27900
ATRI,718077,0,0,0,180000,0,26387
AVGR,400000,0,307500,0,216795,0,0
RVSB,401670,0,217360,0,246167,0,57269
BANF,666500,0,0,0,166625,0,86535
AUGX,459000,0,0,104481,351000,0,4618
BNTC,539500,273000,0,70657,0,0,35568
SLDB,585000,321750,0,0,0,0,11800
ORGN,400000,0,498679,0,0,0,16978
NAII,493269,120250,247900,0,0,0,53734
FLNT,320214,0,582033,0,0,0,12809
DGICA,750000,0,7100,36240,0,0,121100
FTEK,419688,0,420353,0,50000,0,23445
SFE,500000,0,390625,0,0,0,19532
SMTI,290000,245000,362046,0,0,0,12599
NECB,525000,0,0,0,315000,0,60505
FFIE,725207,50000,2407,51606,0,0,80272
AVTX,475000,0,0,434112,0,0,0
OVLY,508885,0,101633,0,260000,0,37765
WRBY,525000,0,0,0,368944,0,13200
KRBP,616693,275000,0,0,15095,0,0
LOB,510601,0,0,0,0,0,394892
NTIP,545572,305000,0,0,0,0,53500
GMTX,562000,0,0,0,337200,0,4261
LGTO,596600,207000,0,0,0,0,98351
NTWK,700000,0,0,0,0,0,200000
VBIV,697928,0,0,121736,0,0,73883
FCCO,501347,0,168722,0,78680,0,142751
CORZ,378291,500000,0,0,0,0,12500
SPRX,137333,0,0,732580,0,0,19389
FVCB,810000,0,0,0,0,0,79210
NTIC,493735,0,0,230455,151752,0,13102
LFMD,300000,225000,355000,0,0,0,8803
RWLK,442312,0,167714,0,278657,0,0
UGRO,456947,115200,296915,0,0,0,18870
RAVE,350000,276900,259473,0,0,0,327
BODY,850000,2500,0,0,0,0,33222
WTER,183333,0,283291,408500,0,0,6750
APRE,550000,0,20320,60160,246950,0,0
GOED,875000,0,0,0,0,0,0
APVO,565123,0,32052,0,266371,0,9900
MIXT,524943,97000,0,83930,165168,0,0
HOTH,450000,200000,0,103601,0,0,115222
INVA,485000,361648,0,0,0,0,22000
OPTT,360000,167400,319493,0,0,0,21175
GBOX,411666,0,217225,148927,0,0,88252
TTOO,575000,0,0,0,287500,0,3000
FDBC,460135,148000,82840,0,0,0,174208
UEPS,394609,0,179242,0,289867,0,0
CFFN,742939,0,0,0,0,0,119092
CNTX,491522,0,0,186598,172661,0,9900
PFIE,341550,800,370029,0,148021,0,0
LPCN,525000,0,0,97816,218768,0,18759
DLA,850000,0,0,0,0,0,10104
CIZN,375000,131250,69360,0,0,0,283764
BGFV,652115,0,172040,0,0,0,34084
MTEM,621000,92219,0,133960,0,0,10590
FTCI,603184,0,0,48377,0,0,203629
SCOR,600000,12000,58642,0,180000,0,3557
SEAC,379167,0,237000,0,234000,0,0
ICAD,315385,0,0,521093,0,0,12569
HYPR,550000,0,0,0,297000,0,0
XELA,422500,422500,0,0,0,0,0
DPRO,557083,0,287020,0,0,0,0
SYPR,515000,0,0,251220,0,0,77852
VERO,525000,315000,0,0,0,0,2625
ALCO,424519,90000,0,0,294660,0,31763
HTBI,449130,0,0,0,334428,23780,30839
MRCY,800060,0,0,0,0,0,36473
EVBG,425000,0,0,0,408000,0,780
FORA,75000,0,758000,0,0,0,0
LCNB,431000,0,154050,0,52275,0,195607
FFNW,507500,0,45675,0,60900,157087,58228
LAW,186538,0,603854,0,0,0,38608
ARTNA,635787,0,54520,0,0,0,138286
AIRG,386469,0,211926,212008,0,0,14958
BTX,350000,0,0,461680,13000,0,0
SHPW,385008,207900,0,216177,0,0,13200
VICR,442464,0,0,318988,0,0,59798
IROQ,425000,15400,85950,0,170373,0,122984
NSYS,520000,0,0,0,299520,0,0
JAN,617709,0,200000,0,0,0,0
NWFL,478125,115000,191188,0,0,0,32122
JAGX,576374,0,205190,0,0,0,34290
SANW,525000,0,50610,109731,0,0,130314
DFFN,472399,0,0,134900,207856,0,0
SOHO,537595,130464,70023,0,0,0,76987
EPIX,577639,236513,0,0,0,0,0
RCAT,300000,165345,0,0,0,0,347582
WMPN,551642,1250,0,0,203600,0,55092
IKT,510000,0,0,113472,170850,0,17107
BRPM,809820,0,0,0,0,0,0
SFST,515000,90000,130350,0,0,0,69968
BTCS,411419,0,354849,0,0,0,38055
STRT,630635,0,154734,0,0,0,17898
KPRX,416000,170000,102498,113776,0,0,0
ADIL,465625,0,0,73314,0,0,262682
BEEM,400000,400000,0,0,0,0,0
UAVS,380000,113050,282340,2844,0,0,21738
AMWL,666764,0,0,0,0,0,131036
VALU,675000,100000,0,0,0,0,12200
HWBK,546218,0,0,0,191176,0,48789
CARE,644618,96863,0,0,0,0,43149
ULBI,376923,278214,0,106004,0,0,17902
ANEB,472565,164100,0,141377,0,0,0
VAPO,508532,0,0,0,264722,0,3000
EYEN,575000,189750,0,0,0,0,10718
DAIO,338500,0,359625,0,63977,0,13200
DRTT,375000,0,182927,0,214968,0,0
RMBI,479423,200350,0,0,0,0,88758
EBS,766667,0,0,0,0,0,0
DUOL,750000,0,0,0,0,0,16500
FRAF,479128,0,39000,0,218003,0,30089
PMD,125558,25000,0,612000,0,0,0
AKA,555913,185000,0,0,0,0,17925
WABC,371000,0,0,0,360000,0,27701
VIA,1,0,740797,0,0,0,16342
RFL,507500,229500,0,0,0,0,14949
DATS,450000,300000,0,0,0,0,0
CRDL,525000,0,0,0,223100,0,0
PESI,382367,0,0,140840,187435,0,37453
SGBX,572917,35100,127260,0,0,0,11250
BCDA,515513,0,0,230724,0,0,0
VRAR,231875,0,51255,460810,0,0,331
AREN,742708,0,0,0,0,0,0
PLBC,450000,0,0,0,276755,0,13519
ZUMZ,735000,0,0,0,0,0,5081
VINC,479167,164824,0,77416,0,0,13546
LAZR,0,0,0,0,0,0,734499
IBTB,504500,134400,0,0,0,36863,56087
ITIC,558500,100000,0,0,0,0,72733
GSIT,388721,0,0,341545,0,0,0
SGLB,250000,0,0,477861,0,0,0
HSTM,380000,0,150006,0,197103,0,0
OCX,339846,117000,0,220284,0,0,47780
FUSB,390000,0,81755,0,230654,0,22263
COFS,468000,0,94068,0,125424,0,34761
LNFA,400000,110000,0,0,200000,0,12000
GIPR,200000,96250,110000,0,0,0,313909
GWRS,350000,0,175000,0,175000,0,18727
DM,580000,0,0,0,135575,0,540
ABCL,460000,236577,0,0,0,0,18362
LODE,495000,215000,0,0,0,0,4792
IPAX,699377,0,0,0,0,0,15106
UNB,460000,0,115000,0,64990,0,73702
KRMD,563063,0,0,0,137106,0,13200
TECTP,375000,325000,0,0,0,0,12293
VATE,373894,0,260000,0,0,0,75413
AYTU,590000,118000,0,0,0,0,0
XXII,320281,0,357904,0,0,0,28593
AFBI,432200,69000,106560,26125,0,0,72074
KIRK,446538,0,141000,103000,0,0,15173
FA,600000,100000,0,0,0,0,4996
KOSS,325000,0,0,0,333529,0,45038
VUZI,575000,109466,0,0,0,0,18652
FMAO,490000,0,124320,0,52920,0,34635
JYNT,418200,0,164231,101815,0,0,16085
BSIG,650000,0,0,0,0,0,50000
NEWT,700000,0,0,0,0,0,0
REFR,500000,0,0,61200,100000,0,38462
OBLG,295000,394000,0,0,0,0,10000
SQFT,425996,0,200000,0,0,0,72225
OTRK,450000,91900,0,127814,0,0,27139
NRIM,356468,0,138652,0,119773,23,80672
NEPH,229295,108776,0,350022,0,0,6879
WINT,557300,0,55499,70926,0,0,9900
ASRV,240916,0,0,0,0,192660,259054
BGSF,450500,45543,70067,109317,0,0,17188
PULM,567294,0,0,114172,0,0,10422
LARK,450000,60750,0,75032,40500,0,64123
LSF,383333,170000,120107,16221,0,0,0
TOMZ,605000,0,0,75635,0,0,9000
BAFN,345015,1024,97905,0,210838,0,33836
SRTS,450000,175000,0,0,0,0,62599
AUR,400000,0,0,0,287462,0,0
TTSH,412000,0,270017,0,0,0,5150
MCBC,479170,0,0,0,0,0,205946
LTRN,525300,149185,0,0,0,0,9900
SNAX,439583,90000,148297,0,0,0,6271
DLPN,400000,0,0,0,0,0,282880
SCX,460000,0,119105,0,84525,0,19110
VEEE,250000,300000,0,80016,0,0,49758
MDIA,440000,0,52571,0,0,0,186440
SONM,450000,180000,0,0,0,0,47226
RIDE,674573,0,0,0,0,0,210
CYTH,540750,0,0,102969,0,0,29169
PVBC,467298,0,0,0,168329,0,34727
RCKY,540000,0,99983,0,0,0,30363
FLUX,290962,146273,230542,0,0,0,0
MGTA,57861,0,0,0,0,0,609788
GNSS,428685,0,0,224000,0,0,14806
NGL,649038,0,0,0,0,0,17922
NRBO,174009,55000,386915,0,0,0,48131
MYO,300000,0,137342,0,211500,0,15058
KINS,500000,0,136500,0,0,0,25200
STRR,400000,185000,74000,0,0,0,2500
SMBC,440357,80250,35205,42350,0,0,62979
MRIN,400000,0,148800,0,61000,0,51293
CYCC,560131,0,0,48581,0,0,52337
DTC,650405,0,0,0,0,0,9900
AGFY,300070,0,330000,0,0,0,29268
HLNE,350000,0,0,0,0,0,308386
FEIM,290011,0,353000,0,0,0,15309
AMPG,500000,0,0,157797,0,0,0
VVOS,463393,0,0,0,0,0,194308
ATNF,567775,0,0,39025,0,0,50000
IONM,426805,189140,0,0,0,0,40325
OVBC,361603,93873,0,0,0,162208,35480
VTVT,480000,0,0,0,150000,0,20913
BOC,639000,0,0,0,0,0,11649
IDAI,325000,0,325000,0,0,0,0
PEBK,357397,150000,0,0,0,102899,39071
PAIC,475000,160000,0,0,0,0,14250
MVST,550008,0,0,0,99000,0,0
NDRA,387859,0,0,258341,0,0,587
WHLR,400000,200000,0,0,0,0,45466
SBFG,466864,0,53980,0,53278,16396,54729
TENX,405300,0,0,0,202650,0,36820
EBMT,380000,0,75870,0,86700,0,100298
RNAZ,474392,0,0,168374,0,0,0
IRMD,307694,0,0,0,325460,0,9412
CLIR,350000,138989,0,115192,0,0,38320
FSFG,407101,12274,89960,68520,0,0,64445
PBBK,330000,177000,0,0,0,0,131682
LMAO,420000,0,97863,120097,0,0,0
ACRE,0,0,637200,0,0,0,0
EKSO,375000,262020,0,0,0,0,0
QLGN,512635,118174,0,0,0,0,1889
GAIA,521215,104813,0,0,0,0,4800
ALRN,587336,0,0,0,0,0,43399
MSGM,569669,50000,0,0,0,0,10387
CING,491961,0,0,137610,0,0,0
MEDS,360000,0,243075,0,0,0,24934
IPWR,354200,247940,0,0,0,0,25559
COCP,394821,165000,0,67380,0,0,0
FNCH,252308,100822,0,216844,0,0,54292
CBAN,485000,58200,28260,0,0,0,52175
SG,461538,0,0,0,150000,0,11010
VMAR,605461,0,0,14893,0,0,0
BLZE,525000,0,79285,0,0,0,9900
BFIN,491488,0,0,0,64398,0,57560
CNFR,600000,0,0,0,0,0,13200
SIEB,292000,200000,0,0,0,0,120000
FGF,550000,0,0,0,0,0,60623
KFS,574231,0,0,0,0,0,35961
FUNC,429968,0,125606,0,40847,0,13424
TWND,339167,0,0,220215,0,0,50000
COUR,400000,0,0,0,206500,0,315
NUWE,420582,0,0,168891,0,0,17130
WATT,400000,186750,15500,0,0,0,0
PEN,600000,0,0,0,0,0,1620
AXR,346500,150000,89300,0,0,0,14540
CSBR,400000,200000,0,0,0,0,0
VTGN,600000,0,0,0,0,0,0
HUGE,222625,0,0,377248,0,0,0
FNWB,494230,0,0,0,66960,0,37454
YTEN,343980,0,59800,180362,0,0,14412
PDFS,447500,39577,0,0,90423,0,18419
MOVE,315000,0,0,263509,0,0,16351
QUBT,403074,0,191278,0,0,0,0
STRM,289693,0,297500,0,0,0,6708
FXNC,435865,0,128042,0,0,0,29561
SELF,427000,16423,82470,0,0,0,67175
OGEN,430000,65000,84250,0,0,0,12900
CCRD,500000,85000,0,0,0,0,4356
OPOF,425500,0,51600,0,54352,0,55613
DTST,225000,175000,97834,88670,0,0,0
CNSP,525000,0,0,0,60638,0,0
HFBL,301175,164563,0,0,0,0,112100
LOOP,456366,0,0,0,114091,0,12000
TGAN,350662,90000,89999,0,0,0,49800
CTHR,357269,25324,94088,0,53156,0,48531
ENVB,450785,0,126280,0,0,0,0
HTBX,575000,0,0,0,0,0,0
CRWS,400000,0,146250,0,0,0,27865
PBLA,527000,0,0,44911,0,0,0
VBFC,343754,0,87290,0,69583,0,69757
RPHM,563942,0,0,0,0,0,5762
JCS,286153,0,151072,0,118187,0,13702
LSBK,370178,0,0,0,110404,0,87675
VIRI,528900,0,0,0,0,0,38023
SABS,350000,0,0,202598,0,0,13200
XBIO,404250,0,0,67863,58617,0,32764
DAKT,491400,0,16308,35039,11286,0,9150
PBHC,375000,84008,0,0,0,0,103047
TZOO,461250,100000,0,0,0,0,0
SNOA,318750,162500,0,35751,0,0,42938
CPTN,320000,0,238273,0,0,0,0
CUEN,295000,100000,0,162265,0,0,0
GBNH,475000,0,0,66000,0,0,15094
DSS,260000,268000,0,0,0,0,147973
LPTH,360500,0,171765,0,0,0,21457
LVO,500000,0,0,0,0,0,52360
SQSP,1,0,0,0,0,0,552145
AMPE,550000,0,0,0,0,0,0
AMST,550000,0,0,0,0,0,0
EDSA,341391,99340,0,74229,0,0,34601
SLRX,500000,0,31400,0,0,0,13200
TRT,272109,175185,0,71100,0,0,24393
DMS,500000,0,0,0,0,0,42735
EP,260000,260000,0,0,0,0,21688
MBCN,340000,26240,0,0,55360,0,118101
KTTA,450000,30000,57347,0,0,0,0
SINT,412692,36750,14772,61367,0,0,11730
PETS,500000,0,0,0,0,0,34119
BSET,474500,0,52650,0,0,0,6600
MOBQ,328746,0,0,150100,0,0,51461
CLAQ,375000,84375,60155,0,0,0,9900
LOAN,350000,130000,0,0,0,0,48751
RKDA,350000,0,0,10021,165156,0,0
HTCR,525102,0,0,0,0,0,0
POAI,525000,0,0,0,0,0,0
ALLR,405492,50000,0,0,0,0,68320
PINS,516667,0,0,0,0,0,6000
CELZ,330000,0,0,0,0,0,192620
VIRC,352148,0,0,0,155302,0,15000
THMO,520000,0,0,0,0,0,0
CPHC,312253,0,117254,0,75853,0,13567
CARV,459615,0,39900,0,0,0,15105
INSG,500000,0,0,0,0,0,12500
TAYD,257500,181242,0,47017,0,0,24071
ENSC,404875,0,0,93800,0,0,9900
GVP,212917,0,278125,0,0,0,16961
GREE,33654,14384,0,455470,0,0,3746
NRXP,500000,0,0,0,0,0,0
HMNF,392000,0,60162,0,22062,0,23797
FGBI,465000,14258,0,0,0,0,14258
AIRI,374575,0,0,107940,0,0,10800
MYSZ,165000,0,213000,0,0,0,115000
VINO,480160,0,0,0,0,0,11286
TSBK,326621,97986,47898,0,0,0,18780
MTEX,460000,8846,0,0,0,0,22147
OCC,465000,0,0,0,0,0,24661
PETV,306260,0,175000,0,0,0,6387
ASTC,450000,0,0,0,0,0,32958
FRPH,100000,0,228681,0,125000,0,28915
NURO,444050,0,31800,0,0,0,0
VWE,158750,0,316787,0,0,0,0
BKTI,300879,0,59621,95290,0,0,19548
PRPO,300000,0,0,148375,0,0,25065
TSRI,350000,118000,0,0,0,0,2000
FNWD,444298,0,0,0,0,0,24238
APDN,450000,0,0,0,0,0,18000
BRFH,375000,61086,0,20438,0,0,10800
NCSM,441694,0,0,0,0,0,24038
ZIP,453750,0,0,0,0,0,11126
YORW,334201,0,80429,0,36335,0,13561
HCDI,290874,0,0,140330,0,0,29745
AEMD,460000,0,0,0,0,0,0
DUOT,260625,125000,0,73365,0,0,0
MAYS,404107,0,0,0,0,54756,0
TCBS,241826,0,0,0,0,0,217033
VLCN,291250,0,0,166643,0,0,0
AUVI,360000,0,0,56713,0,0,30612
ASTR,443807,0,0,0,0,0,263
HUSA,210000,200000,0,0,32940,0,0
NCAC,256997,0,126231,39218,0,0,0
NXGL,325000,50000,50000,0,0,9900,7200
ESP,282668,125000,0,20550,0,0,13570
UUU,352286,17454,0,0,0,0,70790
GEOS,350000,0,63000,0,15812,0,10927
PHIO,380000,0,57640,0,0,0,252
ISPC,350000,87500,0,0,0,0,0
PNBK,358559,54600,11491,0,0,0,9646
KERN,300000,134130,0,0,0,0,0
VCNX,411702,0,0,18575,0,0,0
HCWB,409500,0,0,0,0,0,16380
INVE,424147,0,0,0,0,0,0
GTIM,350000,0,4007,27466,0,0,41800
AESE,302159,100000,0,0,0,0,19448
BIOL,375000,26,43166,0,0,0,2500
IPDN,250000,10000,160400,0,0,0,0
HTIA,312768,72177,0,0,0,0,35287
PDEX,305000,70114,0,0,0,0,43491
GMBL,150000,0,184000,84312,0,0,0
CEAD,350000,10938,0,32370,0,0,22245
OPHC,365000,50000,0,0,0,0,0
BRK.B,100000,0,0,0,0,0,313595
GHSI,412000,0,0,0,0,0,0
AFRM,35340,0,0,0,0,0,374467
ATLO,384988,0,0,0,4969,0,19800
CSSE,375000,0,0,0,0,0,34727
TCBC,298750,76238,0,0,0,0,34606
WVVI,321236,0,0,0,0,0,87638
REKR,394279,0,0,0,0,0,11550
CODA,305000,100000,0,0,0,0,0
CLAY,390000,0,0,0,0,0,13050
ATAX,0,0,400905,0,0,0,0
OXBR,300000,0,94800,0,0,0,5305
LEGH,300000,100000,0,0,0,0,0
ZEST,400000,0,0,0,0,0,0
PRSO,400000,0,0,0,0,0,0
IRIX,390518,0,0,0,0,0,6677
ICCC,355267,0,0,0,0,0,39968
SVFD,72230,15000,305970,0,0,0,0
DRMA,280000,112000,0,0,0,0,0
CISO,315105,62500,0,0,0,0,14118
SZZLU,390408,0,0,0,0,0,0
ARTW,283461,25000,64250,0,0,0,17556
GBNY,323659,0,0,0,0,0,63508
CDZI,300000,0,85504,0,0,0,0
GOVX,371000,0,0,0,0,0,13200
